"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1237129";"1R,2S-MILNACIPRAN HYDROCHLORIDE";"0";"282.81";"0";"1.77";"Milnacipran hydrochloride";"CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.Cl";"Inhibition index";"'='";"0.1219";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL157138";"LISURIDE";"4";"338.46";"0";"2.84";"Lisuride (S)(-)";"CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"Inhibition index";"'='";"0.5044";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL63";"ROLIPRAM";"2";"275.35";"0";"2.62";"Rolipram";"COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1";"Inhibition index";"'='";"0.3072";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL550011";"CHLORPYRAMIN HYDROCHLORIDE";"0";"326.27";"0";"3.30";"Chloropyramine hydrochloride";"CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl";"Inhibition index";"'='";"0.6466";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1201039";"BENZTHIAZIDE";"4";"431.95";"0";"2.24";"Benzthiazide";"NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O";"Inhibition index";"'='";"0.2487";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1544";"LIOTHYRONINE";"4";"650.98";"1";"3.95";"Liothyronine";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"Inhibition index";"'='";"-0.04221";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1256660";"";"0";"460.98";"0";"4.34";"Octoclothepin maleate salt";"CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O";"Inhibition index";"'='";"0.3181";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL112";"ACETAMINOPHEN";"4";"151.16";"0";"1.35";"Acetaminophen";"CC(=O)Nc1ccc(O)cc1";"Inhibition index";"'='";"0.1595";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL956";"SUPROFEN";"4";"260.31";"0";"3.17";"Suprofen";"CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1";"Inhibition index";"'='";"0.1317";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200507";"IODIXANOL";"4";"1550.19";"None";"None";"Iodixanol";"CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I";"Inhibition index";"'='";"-0.02473";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1411731";"TALAMPICILLIN HYDROCHLORIDE";"4";"517.99";"0";"1.65";"Talampicillin hydrochloride";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21.Cl";"Inhibition index";"'='";"0.5053";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303208";"";"0";"493.57";"0";"4.15";"Ecabet sodium";"CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2.O.O.O.O.O.[Na+]";"Inhibition index";"'='";"0.185";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303526";"";"0";"369.87";"0";"1.61";"Tripamide";"NS(=O)(=O)c1cc(C(=O)NN2C[C@H]3[C@H]4CC[C@H](C4)[C@H]3C2)ccc1Cl";"Inhibition index";"'='";"0.6988";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL31";"GATIFLOXACIN";"4";"375.40";"0";"1.98";"GTFX";"COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"Inhibition index";"'='";"0.1733";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL32";"MOXIFLOXACIN";"4";"401.44";"0";"2.37";"Moxifloxacin";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"Inhibition index";"'='";"0.8056";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1201729";"DRONEDARONE HYDROCHLORIDE";"4";"593.23";"2";"7.05";"Dronedarone hydrochloride";"CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl";"Inhibition index";"'='";"-0.1229";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1515";"METHIMAZOLE";"4";"114.17";"0";"1.08";"Methimazole";"Cn1cc[nH]c1=S";"Inhibition index";"'='";"0.0765";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL529";"AZITHROMYCIN";"4";"749.00";"2";"1.90";"AZT";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O";"EC50";"'='";"2120.0";"nM";"5.67";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4303820";"Antiviral efficacy against SARS-CoV-2 (strain BavPat1) in Vero E6 cells assessed by inhibition of viral RNA replication measured by RT-PCR after 2 days";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1503";"OMEPRAZOLE";"4";"345.42";"0";"2.90";"Omeprazole";"COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1";"EC90";"'='";"38.01";"uM";"";"";"";"UO_0000064";"";"";"";"";"False";"CHEMBL4303820";"Antiviral efficacy against SARS-CoV-2 (strain BavPat1) in Vero E6 cells assessed by inhibition of viral RNA replication measured by RT-PCR after 2 days";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1256817";"";"0";"362.30";"0";"4.33";"Clemizole hydrochloride";"Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1";"EC90";"'='";"38.23";"uM";"";"";"";"UO_0000064";"";"";"";"";"False";"CHEMBL4303820";"Antiviral efficacy against SARS-CoV-2 (strain BavPat1) in Vero E6 cells assessed by inhibition of viral RNA replication measured by RT-PCR after 2 days";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL529";"AZITHROMYCIN";"4";"749.00";"2";"1.90";"AZT";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O";"Selectivity index";"'>'";"19.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303822";"Selectivity index for antiviral vs cytotoxic effect in Vero E6 cells (CC50/EC50)";"T";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"CHEMBL612558";"ADMET";"";"ADMET";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"None"
"CHEMBL1524185";"OPIPRAMOL HYDROCHLORIDE";"0";"436.43";"0";"3.31";"Opipramol dihydrochloride";"Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1";"Selectivity index";"'>'";"7.9";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303822";"Selectivity index for antiviral vs cytotoxic effect in Vero E6 cells (CC50/EC50)";"T";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"CHEMBL612558";"ADMET";"";"ADMET";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"None"
"CHEMBL1540";"PENCICLOVIR";"4";"253.26";"0";"-0.90";"Penciclovir";"Nc1nc(O)c2ncn(CCC(CO)CO)c2n1";"Inhibition index";"'='";"0.1825";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL12713";"SERTINDOLE";"4";"440.95";"0";"4.63";"Sertindole";"O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1";"Inhibition index";"'='";"-0.1251";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1512";"FLUNISOLIDE";"4";"434.50";"0";"2.27";"Flunisolide";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"Inhibition index";"'='";"0.0848";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL628";"PENTOXIFYLLINE";"4";"278.31";"0";"0.19";"Pentoxifylline";"CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O";"Inhibition index";"'='";"0.08341";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL810";"TEMOZOLOMIDE";"4";"194.15";"0";"-2.08";"Temozolomide";"Cn1nnc2c(C(N)=O)ncn2c1=O";"Inhibition index";"'='";"-0.001889";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL788";"IDOXURIDINE";"4";"354.10";"0";"-1.22";"Idoxuridine";"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I";"Inhibition index";"'='";"-0.01139";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL964";"DISULFIRAM";"4";"296.55";"0";"3.62";"DISULFIRAM";"CCN(CC)C(=S)SSC(=S)N(CC)CC";"Inhibition index";"'='";"-0.1161";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL93645";"ACECLOFENAC";"4";"354.19";"0";"3.91";"Aceclofenac";"O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"Inhibition index";"'='";"0.2182";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL598270";"";"0";"510.18";"1";"6.49";"Clofilium tosylate";"CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1";"Inhibition index";"'='";"-0.094";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL3890185";"";"0";"1457.40";"3";"-8.16";"Streptomycin sulfate";"CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"Inhibition index";"'='";"0.1291";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1083993";"AMIODARONE HYDROCHLORIDE";"4";"681.78";"2";"6.94";"Amiodarone hydrochloride";"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl";"Inhibition index";"'='";"-0.1051";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
